record_type,population,emotion,trajectory,statistic,value,quintile,target_class,development_q20,development_q40,development_q60,development_q80
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.3859269282814614,2,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.5339648173207037,2,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.09718462371413103,3,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.4255549539794261,3,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.4772604223064429,3,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.08633093525179857,4,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.437410071942446,4,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.4762589928057554,4,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.07426955702167766,5,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.4169651272384543,5,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,frustration,peak_displacement,target_class_rate,0.508765315739868,5,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.05487269534679543,1,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.262071992976295,1,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.6830553116769096,1,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.05952856572113464,2,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.3555733120255693,2,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.5848981222532961,2,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.06648089171974522,3,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.40406050955414013,3,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.5294585987261147,3,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.07917888563049853,4,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.40175953079178883,4,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.5190615835777126,4,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.06656184486373165,5,REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.36530398322851154,5,UNREGISTERED_LOOP,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,assessment,frustration,peak_displacement,target_class_rate,0.5681341719077568,5,NO_REGISTERED_COMPLETION,-0.628898017054333,-0.33116994202916655,-0.1189234349642068,0.0
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.0557510148849797,1,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.33667117726657647,1,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.6075778078484438,1,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.08687415426251692,2,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.411637347767253,2,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.5014884979702301,2,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.08337845154304277,3,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.4204114780725501,3,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.4962100703844071,3,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.09039242219215156,4,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.42787550744248987,4,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.4817320703653586,4,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.06928281461434371,5,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.35805142083897157,5,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,change,target_class_rate,0.5726657645466847,5,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.05371723248818221,1,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.2896433175762785,1,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.6566394499355394,1,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.06424581005586592,2,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.38427773343974464,2,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.5514764565043895,2,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.07507621951219512,3,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.3948170731707317,3,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.5301067073170732,3,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.06653306613226453,4,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.3855711422845691,4,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.5478957915831664,4,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.061086870289567635,5,REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.3209044030146767,5,UNREGISTERED_LOOP,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,assessment,tension,change,target_class_rate,0.6180087266957557,5,NO_REGISTERED_COMPLETION,-0.5411608260412056,-0.13608196168825384,0.16939672155604363,0.5540393584936982
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.06576454668470906,1,REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.35994587280108253,1,UNREGISTERED_LOOP,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.5742895805142084,1,NO_REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.07929634641407307,2,REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.420297699594046,2,UNREGISTERED_LOOP,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.5004059539918809,2,NO_REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.0844612885760693,3,REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.41499729290741744,3,UNREGISTERED_LOOP,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.5005414185165132,3,NO_REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.08497970230040595,4,REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.4181326116373478,4,UNREGISTERED_LOOP,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
development_frozen_quintile_target_rate,development,tension,acceleration,target_class_rate,0.49688768606224626,4,NO_REGISTERED_COMPLETION,-0.6712429887766002,-0.22142776798612085,0.14580147282508826,0.6505264046663379
